NumNacional,Nombre,NombreJapo,Evoluciona,Generación,Categoría,Tipos,Habilidad,Hab.Oculta,Peso,Altura,GrupoHuevo,Sexo,Color,PS_Max,At_Max,Def_Max,AtEsp_Max,DefEsp_Max,Vel_Max,PE_PS,PE_At,PE_Def,PE_AtEsp,PE_DefEsp,PE_Vel
133,Eevee,イーブイ (Eievui),1,Primera,Evolución,normal,Fuga|Adaptable2,Anticipación,"6,5","0,3",Campo,"87,5%|12,5%",Marrón,314,229,218,207,251,229,0,0,0,0,1,0
134,Vaporeon,シャワーズ (Showers),0,Primera,Burbuja,agua,Absorbe agua,Hidratación,29,1,Campo,"87,5%|12,5%",Azul,464,251,240,350,317,251,2,0,0,0,0,0
135,Jolteon,サンダース (Thunders),0,Primera,Relámpago,eléctrico,Absorbe electricidad,Pies rápidos,"24,5","0,8",Campo,"87,5%|12,5%",Amarillo,334,251,240,350,317,394,0,0,0,0,0,2
136,Flareon,ブースター (Booster),0,Primera,Llama,fuego,Absorbe fuego,Agallas,25,"0,9",Campo,"87,5%|12,5%",Rojo,334,394,240,317,350,251,0,2,0,0,0,0
137,Porygon,ポリゴン (Porygon),1,Primera,Virtual,normal,Calco|Descarga2,Cálculo final,"36,5","0,8",Mineral,Sin sexo,Rosa,334,240,262,295,273,196,0,0,0,1,0,0
138,Omanyte,オムナイト (Omnite),1,Primera,Espiral,roca|agua,Nado rápido|Caparazón,Armadura frágil,"7,5","0,4",Agua 1|Agua 3,"87,5%|12,5%",Azul,274,196,328,306,229,185,0,0,1,0,0,0
139,Omastar,オムスター (Omstar),0,Primera,Espiral,roca|agua,Nado rápido|Caparazón,Armadura frágil,35,1,Agua 1|Agua 3,"87,5%|12,5%",Azul,344,240,383,361,262,229,0,0,2,0,0,0
140,Kabuto,カブト (Kabuto),1,Primera,Armazón1,roca|agua,Armadura batalla|Nado rápido,Armadura frágil,"11,5","0,5",Agua 1|Agua 3,"87,5%|12,5%",Marrón,264,284,306,229,207,229,0,0,1,0,0,0
141,Kabutops,カブトプス (Kabutops),0,Primera,Armazón1,roca|agua,Armadura batalla|Nado rápido,Armadura frágil,"40,5","1,3",Agua 1|Agua 3,"87,5%|12,5%",Marrón,324,361,339,251,262,284,0,2,0,0,0,0
142,Aerodactyl,プテラ (Ptera),1,Primera,Fósil,roca|volador,Cabeza roca|Presión,Nerviosismo,59,"1,8",Volador,"87,5%|12,5%",Morado,364,339,251,240,273,394,0,0,0,0,0,2
143,Snorlax,カビゴン (Kabigon),0,Primera,Dormir,normal,Sebo|Inmunidad,Gula,460,"2,1",Monstruo,"87,5%|12,5%",Negro,524,350,251,251,350,174,2,0,0,0,0,0
144,Articuno,フリーザー (Freezer),1,Primera,Congelar,hielo|volador,Presión,Manto níveo,"55,4","1,7",Desconocido,Sin sexo,Azul,384,295,328,317,383,295,0,0,0,0,3,0
145,Zapdos,サンダー (Thunder),1,Primera,Eléctrico,eléctrico|volador,Presión,Pararrayos2|Electricidad estática3,"52,6","1,6",Desconocido,Sin sexo,Amarillo,384,306,295,383,306,328,0,0,0,3,0,0
146,Moltres,ファイヤー (Fire),1,Primera,Llama,fuego|volador,Presión,Cuerpo llama,60,2,Desconocido,Sin sexo,Amarillo,384,328,306,383,295,306,0,0,0,3,0,0
147,Dratini,ミニリュウ (Miniryu),1,Primera,Dragón,dragón,Mudar,Escama especial,"3,3","1,8",Agua 1|Dragón,50%|50%,Azul,286,249,207,218,218,218,0,1,0,0,0,0
148,Dragonair,ハクリュー (Hakuryu),1,Primera,Dragón,dragón,Mudar,Escama especial,"16,5",4,Agua 1|Dragón,50%|50%,Azul,326,293,251,262,262,262,0,2,0,0,0,0
149,Dragonite,カイリュー (Kairyu),0,Primera,Dragón,dragón|volador,Fuerza mental,Multiescamas,210,"2,2",Agua 1|Dragón,50%|50%,Marrón,386,403,317,328,328,284,0,3,0,0,0,0
150,Mewtwo,ミュウツー (Mewtwo),1,Primera,Genético,psíquico,Presión,Nerviosismo,122,2,Desconocido,Sin sexo,Morado,416,350,306,447,306,394,0,0,0,3,0,0
151,Mew,ミュウ (Mew),1,Primera,Nueva Especie2,psíquico,Sincronía,,4,"0,4",Desconocido,Sin sexo,Rosa,404,328,328,328,328,328,3,0,0,0,0,0
152,Chikorita,チコリータ (Chicorita),1,Segunda,Hoja,planta,Espesura,Defensa hoja,"6,4","0,9",Monstruo|Planta,"87,5%|12,5%",Verde,294,216,251,216,251,207,0,0,0,0,1,0
153,Bayleef,ベイリーフ (Bayleaf),1,Segunda,Hoja,planta,Espesura,Defensa hoja,"15,8","1,2",Monstruo|Planta,"87,5%|12,5%",Verde,324,245,284,247,284,240,0,0,1,0,1,0
154,Meganium,メガニウム (Meganium),0,Segunda,Hierba,planta,Espesura,Defensa hoja,"100,5","1,8",Monstruo|Planta,"87,5%|12,5%",Verde,364,289,328,291,328,284,0,0,1,0,2,0
155,Cyndaquil,ヒノアラシ (Hinoarashi),1,Segunda,Ratón Fuego2,fuego,Mar llamas,Absorbe fuego,"7,9","0,5",Campo,"87,5%|12,5%",Amarillo,282,223,203,240,218,251,0,0,0,0,0,1
156,Quilava,マグマラシ (Magmarashi),1,Segunda,Volcán,fuego,Mar llamas,Absorbe fuego,19,"0,9",Campo,"87,5%|12,5%",Amarillo,320,249,236,284,251,284,0,0,0,1,0,1
157,Typhlosion,バクフーン (Bakphoon),0,Segunda,Volcán,fuego,Mar llamas,Absorbe fuego,"79,5","1,7",Campo,"87,5%|12,5%",Amarillo,360,293,280,348,295,328,0,0,0,3,0,0
158,Totodile,ワニノコ (Waninoko),1,Segunda,Fauces1,agua,Torrente,Potencia bruta,"9,5","0,6",Monstruo|Agua 1,"87,5%|12,5%",Azul,304,251,249,205,214,203,0,1,0,0,0,0
159,Croconaw,アリゲイツ (Alligates),1,Segunda,Fauces1,agua,Torrente,Potencia bruta,25,"1,1",Monstruo|Agua 1,"87,5%|12,5%",Azul,334,284,284,238,247,236,0,1,1,0,0,0
160,Feraligatr,オーダイル (Ordile),0,Segunda,Fauces1,agua,Torrente,Potencia bruta,"88,8","2,3",Monstruo|Agua 1,"87,5%|12,5%",Azul,374,339,328,282,291,280,0,2,1,0,0,0
161,Sentret,オタチ (Otachi),1,Segunda,Explorador,normal,Fuga|Vista lince,Cacheo,6,"0,8",Campo,50%|50%,Marrón,274,210,183,185,207,152,0,1,0,0,0,0
162,Furret,オオタチ (Ootachi),0,Segunda,Alargado,normal,Fuga|Vista lince,Cacheo,"32,5","1,8",Campo,50%|50%,Marrón,374,276,249,207,229,306,0,0,0,0,0,2
163,Hoothoot,ホーホー (Hoho),1,Segunda,Búho,normal|volador,Insomnio|Vista lince,Cromolente,"21,2","0,7",Volador,50%|50%,Marrón,324,174,174,188,232,218,1,0,0,0,0,0
164,Noctowl,ヨルノズク (Yorunozuku),0,Segunda,Búho,normal|volador,Insomnio|Vista lince,Cromolente,"40,8","1,6",Volador,50%|50%,Marrón,404,218,218,276,320,262,2,0,0,0,0,0
165,Ledyba,レディバ (Rediba),1,Segunda,5 Estrellas1,bicho|volador,Enjambre|Madrugar,Cobardía,"10,8",1,Bicho,50%|50%,Rojo,284,152,174,196,284,229,0,0,0,0,1,0
166,Ledian,レディアン (Redian),0,Segunda,5 Estrellas1,bicho|volador,Enjambre|Madrugar,Puño férreo,"35,6","1,4",Bicho,50%|50%,Rojo,314,185,218,229,350,295,0,0,0,0,2,0
167,Spinarak,イトマル (Itomaru),1,Segunda,Escupehilo1,bicho|veneno,Enjambre|Insomnio,Francotirador,"8,5","0,5",Bicho,50%|50%,Verde,284,240,196,196,196,174,0,1,0,0,0,0
168,Ariados,アリアドス (Ariados),0,Segunda,Pata larga,bicho|veneno,Enjambre|Insomnio,Francotirador,"33,5","1,1",Bicho,50%|50%,Rojo,344,306,262,240,240,196,0,2,0,0,0,0
169,Crobat,クロバット (Crobat),0,Segunda,Murciélago,veneno|volador,Fuerza mental,Allanamiento,75,"1,8",Volador,50%|50%,Morado,374,306,284,262,284,394,0,0,0,0,0,3
170,Chinchou,チョンチー (Chonchie),1,Segunda,Rape,agua|eléctrico,Absorbe electricidad|Iluminación,Absorbe agua,12,"0,5",Agua 2,50%|50%,Azul,354,192,192,232,232,256,1,0,0,0,0,0
171,Lanturn,ランターン (Lantern),0,Segunda,Luz,agua|eléctrico,Absorbe electricidad|Iluminación,Absorbe agua,"22,5","1,2",Agua 2,50%|50%,Azul,454,236,236,276,276,256,2,0,0,0,0,0
172,Pichu,ピチュー (Pichu),1,Segunda,Ratoncito,eléctrico,Electricidad estática,Pararrayos,2,"0,3",Desconocido,50%|50%,Amarillo,244,196,141,185,185,240,0,0,0,0,0,1
173,Cleffa,ピィ (Py),1,Segunda,Estrella1,hada,Gran encanto|Muro mágico3,Compiescolta,3,"0,3",Desconocido,25%|75%,Rosa,304,163,170,207,229,141,0,0,0,0,1,0
174,Igglybuff,ププリン (Pupurin),1,Segunda,Globo,normal|hada,Gran encanto|Tenacidad2,Compiescolta,1,"0,3",Desconocido,25%|75%,Rosa,384,174,141,196,152,141,1,0,0,0,0,0
175,Togepi,トゲピー (Togepi),1,Segunda,Bolapicuda2,hada,Entusiasmo|Dicha,Afortunado,"1,5","0,3",Desconocido,"87,5%|12,5%",Blanco,274,152,251,196,251,152,0,0,0,0,1,0
176,Togetic,トゲチック (Togechick),1,Segunda,Felicidad,hada|volador,Entusiasmo|Dicha,Afortunado,"3,2","0,6",Volador|Hada,"87,5%|12,5%",Blanco,314,196,295,284,339,196,0,0,0,0,2,0
177,Natu,ネイティ (Naty),1,Segunda,Pajarito,psíquico|volador,Madrugar|Sincronía,Espejo mágico,2,"0,2",Volador,50%|50%,Verde,284,218,207,262,207,262,0,0,0,1,0,0
178,Xatu,ネイティオ (Natio),0,Segunda,Místico,psíquico|volador,Madrugar|Sincronía,Espejo mágico,15,"1,5",Volador,50%|50%,Verde,334,273,262,317,262,317,0,0,0,1,0,1
179,Mareep,メリープ (Merriep),1,Segunda,Lana,eléctrico,Electricidad estática,Más,"7,8","0,6",Monstruo|Campo,50%|50%,Blanco,314,196,196,251,207,185,0,0,0,1,0,0
180,Flaaffy,モココ (Mokoko),1,Segunda,Lana,eléctrico,Electricidad estática,Más,"13,3","0,8",Monstruo|Campo,50%|50%,Rosa,344,229,229,284,240,207,0,0,0,2,0,0
181,Ampharos,デンリュウ (Denryu),0,Segunda,Luz,eléctrico,Electricidad estática,Más,"61,5","1,4",Monstruo|Campo,50%|50%,Amarillo,384,273,273,361,306,229,0,0,0,3,0,0
182,Bellossom,キレイハナ (Kireihana),0,Segunda,Flor,planta,Clorofila,Alma cura,"5,8","0,4",Planta,50%|50%,Verde,354,284,317,306,328,218,0,0,0,0,3,0
183,Marill,マリル (Maril),1,Segunda,Ratón Agua1,agua|hada,Sebo|Potencia,Herbívoro,"8,5","0,4",Agua 1|Hada,50%|50%,Azul,344,152,218,152,218,196,2,0,0,0,0,0
184,Azumarill,マリルリ (Marilli),0,Segunda,Conejo Agua2,agua|hada,Sebo|Potencia,Herbívoro,"28,5","0,8",Agua 1|Hada,50%|50%,Azul,404,218,284,218,284,218,3,0,0,0,0,0
185,Sudowoodo,ウソッキー (Usokkie),0,Segunda,Imitación,roca,Robustez|Cabeza roca,Cobardía,38,"1,2",Mineral,50%|50%,Marrón,344,328,361,174,251,174,0,0,2,0,0,0
186,Politoed,ニョロトノ (Nyorotono),0,Segunda,Rana,agua,Absorbe agua|Humedad,Llovizna,"33,9","1,1",Agua 1,50%|50%,Verde,384,273,273,306,328,262,0,0,0,0,3,0
187,Hoppip,ハネッコ (Hanecco),1,Segunda,Diente León1,planta|volador,Clorofila|Defensa hoja2,Allanamiento,"0,5","0,4",Hada|Planta,50%|50%,Rosa,274,185,196,185,229,218,0,0,0,0,1,0
188,Skiploom,ポポッコ (Popocco),1,Segunda,Diente León1,planta|volador,Clorofila|Defensa hoja2,Allanamiento,1,"0,6",Hada|Planta,50%|50%,Verde,314,207,218,207,251,284,0,0,0,0,0,2
189,Jumpluff,ワタッコ (Watacco),0,Segunda,Diente León1,planta|volador,Clorofila|Defensa hoja2,Allanamiento,3,"0,8",Hada|Planta,50%|50%,Azul,354,229,262,229,295,350,0,0,0,0,0,3
190,Aipom,エイパム (Eipam),1,Segunda,Cola larga,normal,Fuga|Recogida,Encadenado,"11,5","0,8",Campo,50%|50%,Morado,314,262,229,196,229,295,0,0,0,0,0,1
191,Sunkern,ヒマナッツ (Himanuts),1,Segunda,Semilla,planta,Clorofila|Poder solar1,Madrugar,"1,8","0,3",Planta,50%|50%,Amarillo,264,174,174,174,174,174,0,0,0,1,0,0
192,Sunflora,キマワリ (Kimawari),0,Segunda,Sol,planta,Clorofila|Poder solar1,Madrugar,"8,5","0,8",Planta,50%|50%,Amarillo,354,273,229,339,295,174,0,0,0,2,0,0
193,Yanma,ヤンヤンマ (Yanyanma),1,Segunda,Ala clara,bicho|volador,Impulso|Ojo compuesto,Cacheo,38,"1,2",Bicho,50%|50%,Rojo,334,251,207,273,207,317,0,0,0,0,0,12
194,Wooper,ウパー (Upah),1,Segunda,Pez agua,agua|tierra,Humedad|Absorbe agua,Ignorante,"8,5","0,4",Agua 1|Campo,50%|50%,Azul,314,207,207,163,163,141,1,0,0,0,0,0
195,Quagsire,ヌオー (Nuoh),0,Segunda,Pez agua,agua|tierra,Absorbe agua|Humedad,Ignorante,75,"1,4",Agua 1|Campo,50%|50%,Azul,394,295,295,251,251,185,2,0,0,0,0,0
196,Espeon,エーフィ (Eifie),1,Segunda,Sol,psíquico,Sincronía,Espejo mágico,"26,5","0,9",Campo,"87,5%|12,5%",Morado,334,251,240,394,317,350,0,0,0,2,0,0
197,Umbreon,ブラッキー (Bracky),1,Segunda,Luz lunar,siniestro,Sincronía,Fuerza mental,27,1,Campo,"87,5%|12,5%",Negro,394,251,350,240,394,251,0,0,0,0,2,0
198,Murkrow,ヤミカラス (Yamikarasu),1,Segunda,Oscuridad,siniestro|volador,Insomnio|Afortunado1,Bromista,"2,1","0,5",Volador,50%|50%,Negro,324,295,201,295,201,309,0,0,0,0,0,1
199,Slowking,ヤドキング (Yadoking),0,Segunda,Regio,agua|psíquico,Despiste|Ritmo propio,Regeneración,"79,5",2,Monstruo|Agua 1,50%|50%,Rosa,394,273,284,328,350,174,0,0,0,0,3,0
200,Misdreavus,ムウマ (Muma),1,Segunda,Chirrido,fantasma,Levitación,,1,"0,7",Amorfo,50%|50%,Gris,324,240,240,295,295,295,0,0,0,1,1,0
201,Unown,アンノーン (Unknown),1,Segunda,Símbolo,psíquico,Levitación,,5,"0,5",Desconocido,Sin sexo,Negro,300,267,214,267,214,214,0,1,0,1,0,0
202,Wobbuffet,ソーナンス (Sonans),1,Segunda,Paciente,psíquico,Sombra trampa,Telepatía,"28,5","1,3",Amorfo,50%|50%,Azul,584,181,236,181,236,181,2,0,0,0,0,0
203,Girafarig,キリンリキ (Kirinriki),1,Segunda,Gran Cuello1,normal|psíquico,Fuerza mental|Madrugar,Herbívoro,"41,5","1,5",Campo,50%|50%,Amarillo,344,284,251,306,251,295,0,0,0,2,0,0
204,Pineco,クヌギダマ (Kunugidama),1,Segunda,Larva,bicho,Robustez,Funda,"7,2","0,6",Bicho,50%|50%,Gris,304,251,306,185,185,141,0,0,1,0,0,0
205,Forretress,フォレトス (Foretos),0,Segunda,Larva,bicho|acero,Robustez,Funda,"125,8","1,2",Bicho,50%|50%,Morado,354,306,416,240,240,196,0,0,2,0,0,0
206,Dunsparce,ノコッチ (Nokocchi),1,Segunda,Serpiente Tierra1,normal,Dicha|Fuga,Cobardía,14,"1,5",Campo,50%|50%,Amarillo,404,262,262,251,251,207,1,0,0,0,0,0
207,Gligar,グライガー (Gliger),1,Segunda,Escorpiala,tierra|volador,Corte fuerte|Velo arena,Inmunidad,"64,8","1,1",Bicho,50%|50%,Morado,334,273,339,185,251,295,0,0,1,0,0,0
208,Steelix,ハガネール (Haganeil),0,Segunda,Serpiente Férrea1,acero|tierra,Cabeza roca|Robustez,Potencia bruta,400,"9,2",Mineral,50%|50%,Gris,354,295,548,229,251,174,0,0,2,0,0,0
209,Snubbull,ブルー (Bulu),1,Segunda,Hada,hada,Intimidación|Fuga,Cobardía,"7,8","0,6",Campo|Hada,25%|75%,Rosa,324,284,218,196,196,174,0,1,0,0,0,0
210,Granbull,グランブル (Granbulu),0,Segunda,Hada,hada,Intimidación|Pies rápidos2,Cobardía,"48,7","1,4",Campo|Hada,25%|75%,Morado,384,372,273,240,240,207,0,2,0,0,0,0
211,Qwilfish,ハリーセン (Harysen),1,Segunda,Pez Globo,agua|veneno,Nado rápido|Punto tóxico,Intimidación,"3,9","0,5",Agua 2,50%|50%,Gris,334,317,295,229,229,295,0,1,0,0,0,0
212,Scizor,ハッサム (Hassam),0,Segunda,Tenaza2,bicho|acero,Enjambre|Experto3,Metal liviano,118,"1,8",Bicho,50%|50%,Rojo,344,394,328,229,284,251,0,2,0,0,0,0
213,Shuckle,ツボツボ (Tsubotsubo),1,Segunda,Moho,bicho|roca,Robustez|Gula1,Respondón,"20,5","0,6",Bicho,50%|50%,Amarillo,244,130,614,130,614,119,0,0,1,0,1,0
214,Heracross,ヘラクロス (Heracros),1,Segunda,Cuerno1,bicho|lucha,Enjambre|Agallas,Autoestima,54,"1,5",Bicho,50%|50%,Azul,364,383,273,196,317,295,0,2,0,0,0,0
215,Sneasel,ニューラ (Nyula),1,Segunda,Garra Filo1,siniestro|hielo,Fuerza mental|Vista lince,Hurto,28,"0,9",Campo,50%|50%,Negro,314,317,229,185,273,361,0,0,0,0,0,1
216,Teddiursa,ヒメグマ (Himeguma),1,Segunda,Osito,normal,Recogida|Pies rápidos1,Recogemiel,"8,8","0,6",Campo,50%|50%,Marrón,324,284,218,218,218,196,0,1,0,0,0,0
217,Ursaring,リングマ (Ringuma),1,Segunda,Hibernante,normal,Agallas|Pies rápidos1,Nerviosismo,"125,8","1,8",Campo,50%|50%,Marrón,384,394,273,273,273,229,0,2,0,0,0,0
218,Slugma,マグマッグ (Magmag),1,Segunda,Lava,fuego,Cuerpo llama|Escudo magma,Armadura frágil,35,"0,7",Amorfo,50%|50%,Rojo,284,196,196,262,196,152,0,0,0,1,0,0
219,Magcargo,マグカルゴ (Magcargot),0,Segunda,Lava,fuego|roca,Cuerpo llama|Escudo magma,Armadura frágil,55,"0,8",Amorfo,50%|50%,Rojo,304,218,372,284,284,174,0,0,2,0,0,0
220,Swinub,ウリムー (Urimoo),1,Segunda,Cerdo,hielo|tierra,Despiste|Manto níveo2,Sebo,"6,5","0,4",Campo,50%|50%,Marrón,304,218,196,174,174,218,0,1,0,0,0,0
221,Piloswine,イノムー (Inomoo),1,Segunda,Puerco,hielo|tierra,Despiste|Manto níveo2,Sebo,"55,8","1,1",Campo,50%|50%,Marrón,404,328,284,240,240,218,1,1,0,0,0,0
222,Corsola,サニーゴ (Sunnygo),1,Segunda,Coral,agua|roca,Cura natural|Entusiasmo,Regeneración,5,"0,6",Agua 1|Agua 3,25%|75%,Rosa,334,229,317,251,317,185,0,0,1,0,1,0
223,Remoraid,テッポウオ (Teppouo),1,Segunda,Reactor,agua,Entusiasmo|Francotirador1,Veleta,12,"0,6",Agua 1|Agua 2,50%|50%,Gris,274,251,185,251,185,251,0,0,0,1,0,0
224,Octillery,オクタン (Okutank),0,Segunda,Reactor,agua,Ventosas|Francotirador1,Veleta,"28,5","0,9",Agua 1|Agua 2,50%|50%,Rojo,354,339,273,339,273,207,0,1,0,1,0,0
225,Delibird,デリバード (Delibird),1,Segunda,Reparto,hielo|volador,Espíritu vital|Entusiasmo,Insomnio,16,"0,9",Agua 1|Campo,50%|50%,Rojo,294,229,207,251,207,273,0,0,0,0,0,1
226,Mantine,マンタイン (Mantain),0,Segunda,Milano,agua|volador,Nado rápido|Absorbe agua,Velo agua,220,"2,1",Agua 1,50%|50%,Morado,374,196,262,284,416,262,0,0,0,0,2,0
227,Skarmory,エアームド (Airmd),1,Segunda,Coraza Ave1,acero|volador,Vista lince|Robustez,Armadura frágil,"50,5","1,7",Volador,50%|50%,Gris,334,284,416,196,262,262,0,0,2,0,0,0
228,Houndour,デルビル (Delvil),1,Segunda,Siniestro,siniestro|fuego,Absorbe fuego|Madrugar,Nerviosismo,"10,8","0,6",Campo,50%|50%,Negro,294,240,174,284,218,251,0,0,0,1,0,0
229,Houndoom,ヘルガー (Hellgar),0,Segunda,Siniestro,siniestro|fuego,Madrugar|Absorbe fuego,Nerviosismo,35,"1,4",Campo,50%|50%,Negro,354,306,218,350,284,317,0,0,0,2,0,0
230,Kingdra,キングドラ (Kingdra),0,Segunda,Dragón,agua|dragón,Nado rápido|Francotirador1,Humedad,152,"1,8",Agua 1|Dragón,50%|50%,Azul,354,317,317,317,317,295,0,1,0,1,1,0
231,Phanpy,ゴマゾウ (Gomazou),1,Segunda,Narizotas,tierra,Recogida,Velo arena,"33,5","0,5",Campo,50%|50%,Azul,384,240,240,196,196,196,1,0,0,0,0,0
232,Donphan,ドンファン (Donfan),0,Segunda,Coraza,tierra,Robustez,Velo arena,120,"1,1",Campo,50%|50%,Gris,384,372,372,240,240,218,0,1,1,0,0,0
233,Porygon2,ポリゴン２ (Porygon2),1,Segunda,Virtual,normal,Calco|Descarga2,Cálculo final,"32,5","0,6",Mineral,Sin sexo,Rojo,374,284,306,339,317,240,0,0,0,1,0,0
234,Stantler,オドシシ (Odoshishi),1,Segunda,Gran Cuerno1,normal,Intimidación|Cacheo2,Herbívoro,"71,2","1,4",Campo,50%|50%,Marrón,350,317,245,295,251,295,0,1,0,0,0,0
235,Smeargle,ドーブル (Doble),1,Segunda,Pintor,normal,Ritmo propio|Experto1,Veleta,58,"1,2",Campo,50%|50%,Blanco,314,152,185,152,207,273,0,0,0,0,0,1
236,Tyrogue,バルキー (Balkie),1,Segunda,Peleón,lucha,Agallas|Impasible1,Espíritu vital,21,"0,7",Desconocido,100%|0%,Morado,274,185,185,185,185,185,0,1,0,0,0,0
237,Hitmontop,カポエラー (Kapoerer),0,Segunda,Boca abajo,lucha,Intimidación|Experto1,Impasible,48,"1,4",Humanoide,100%|0%,Marrón,304,317,317,185,350,262,0,0,0,0,2,0
238,Smoochum,ムチュール (Muchul),1,Segunda,Beso,hielo|psíquico,Despiste|Alerta1,Hidratación,6,"0,4",Desconocido,0%|100%,Rosa,294,174,141,295,251,251,0,0,0,1,0,0
239,Elekid,エレキッド (Elekid),1,Segunda,Eléctrico,eléctrico,Electricidad estática,Espíritu vital,"23,5","0,6",Desconocido,75%|25%,Amarillo,294,247,190,251,229,317,0,0,0,0,0,1
240,Magby,ブビィ (Buby),1,Segunda,Ascuas,fuego,Cuerpo llama,Espíritu vital,"21,4","0,7",Desconocido,75%|25%,Rojo,294,273,190,262,229,291,0,0,0,0,0,1
241,Miltank,ミルタンク (Miltank),1,Segunda,Lechera,normal,Sebo|Intrépido1,Herbívoro,"75,5","1,2",Campo,0%|100%,Rosa,394,284,339,196,262,328,0,0,2,0,0,0
242,Blissey,ハピナス (Happinas),0,Segunda,Felicidad,normal,Cura natural|Dicha,Alma cura,"46,8","1,5",Hada,0%|100%,Rosa,714,130,130,273,405,229,3,0,0,0,0,0
243,Raikou,ライコウ (Raikou),1,Segunda,Trueno,eléctrico,Presión,Fuerza mental2,178,"1,9",Desconocido,Sin sexo,Amarillo,384,295,273,361,328,361,0,0,0,1,0,2
244,Entei,エンテイ (Entei),1,Segunda,Volcán,fuego,Presión,Fuerza mental3,198,"2,1",Desconocido,Sin sexo,Marrón,434,361,295,306,273,328,1,2,0,0,0,0
245,Suicune,スイクン (Suicune),1,Segunda,Aurora,agua,Presión,Fuerza mental2,187,2,Desconocido,Sin sexo,Azul,404,273,361,306,361,295,0,0,1,0,2,0
246,Larvitar,ヨーギラス (Yogiras),1,Segunda,Piel roca,roca|tierra,Agallas,Velo arena,72,"0,6",Monstruo,50%|50%,Verde,304,249,218,207,218,199,0,1,0,0,0,0
247,Pupitar,サナギラス (Sanagiras),1,Segunda,Caparazón,roca|tierra,Mudar,,152,"1,2",Monstruo,50%|50%,Gris,344,293,262,251,262,221,0,2,0,0,0,0
248,Tyranitar,バンギラス (Bangiras),0,Segunda,Coraza,roca|siniestro,Chorro arena,Nerviosismo,202,2,Monstruo,50%|50%,Verde,404,403,350,317,328,243,0,3,0,0,0,0
249,Lugia,ルギア (Lugia),1,Segunda,Buceo,psíquico|volador,Presión,Multiescamas,216,"5,2",Desconocido,Sin sexo,Blanco,416,306,394,306,447,350,0,0,0,0,3,0
250,Ho-Oh,ホウオウ (Houou),1,Segunda,Arcoíris2,fuego|volador,Presión,Regeneración,199,"3,8",Desconocido,Sin sexo,Rojo,416,394,306,350,447,306,0,0,0,0,3,0
251,Celebi,セレビィ (Celebi),1,Segunda,Viajetiempo2,psíquico|planta,Cura natural,,5,"0,6",Desconocido,Sin sexo,Verde,404,328,328,328,328,328,3,0,0,0,0,0
252,Treecko,キモリ (Kimori),1,Tercera,Geco Bosque,planta,Espesura,Liviano,5,"0,5",Monstruo|Dragón,"87,5%|12,5%",Verde,284,207,185,251,229,262,0,0,0,0,0,1
253,Grovyle,ジュプトル (Juptile),1,Tercera,Geco bosque,planta,Espesura,Liviano,"21,6","0,9",Monstruo|Dragón,"87,5%|12,5%",Verde,304,251,207,295,251,317,0,0,0,0,0,2
254,Sceptile,ジュカイン (Jukain),0,Tercera,Bosque1,planta,Espesura,Liviano,"52,2","1,7",Monstruo|Dragón,"87,5%|12,5%",Verde,344,295,251,339,295,372,0,0,0,0,0,3
255,Torchic,アチャモ (Achamo),1,Tercera,Polluelo,fuego,Mar llamas,Impulso,"2,5","0,4",Campo,"87,5%|12,5%",Rojo,294,240,196,262,218,207,0,0,0,1,0,0
256,Combusken,ワカシャモ (Wakasyamo),1,Tercera,Ave corral,fuego|lucha,Mar llamas,Impulso,"19,5","0,9",Campo,"87,5%|12,5%",Rojo,324,295,240,295,240,229,0,1,0,1,0,0
257,Blaziken,バシャーモ (Bursyamo),0,Tercera,Llameante,fuego|lucha,Mar llamas,Impulso,52,"1,9",Campo,"87,5%|12,5%",Rojo,364,372,262,350,262,284,0,3,0,0,0,0
258,Mudkip,ミズゴロウ (Mizugorou),1,Tercera,Pez lodo,agua,Torrente,Humedad,"7,6","0,4",Monstruo|Agua 1,"87,5%|12,5%",Azul,304,262,218,218,218,196,0,1,0,0,0,0
259,Marshtomp,ヌマクロー (Numacraw),1,Tercera,Pez lodo,agua|tierra,Torrente,Humedad,28,"0,7",Monstruo|Agua 1,"87,5%|12,5%",Azul,344,295,262,240,262,218,0,2,0,0,0,0
260,Swampert,ラグラージ (Laglarge),0,Tercera,Pez lodo,agua|tierra,Torrente,Humedad,"81,9","1,5",Monstruo|Agua 1,"87,5%|12,5%",Azul,404,350,306,295,306,240,0,3,0,0,0,0
261,Poochyena,ポチエナ (Pochiena),1,Tercera,Mordisco,siniestro,Fuga|Pies rápidos1,Cobardía,"13,6","0,5",Campo,50%|50%,Gris,274,229,185,174,174,185,0,1,0,0,0,0
262,Mightyena,グラエナ (Graena),0,Tercera,Mordisco,siniestro,Intimidación|Pies rápidos1,Autoestima,37,1,Campo,50%|50%,Gris,344,306,262,240,240,262,0,2,0,0,0,0
263,Zigzagoon,ジグザグマ (Zigzaguma),1,Tercera,Mapachito,normal,Recogida|Gula1,Pies rápidos,"17,5","0,4",Campo,50%|50%,Marrón,280,174,199,174,199,240,0,0,0,0,0,1
264,Linoone,マッスグマ (Massuguma),0,Tercera,Lanzado,normal,Recogida|Gula1,Pies rápidos,"32,5","0,5",Campo,50%|50%,Blanco,360,262,243,218,243,328,0,0,0,0,0,2
